Campaign_ID,Customer_ID,Campaign_Date,Campaign_Type,Offer_Type,Offer_Value,Contact_Channel,Customer_Contacted,Customer_Response,Offer_Accepted,Retained_After_Offer,Retention_Cost,Follow_Up_Date
CMP-701853,NXT-101033,2025-03-26,"High Value Customer","Device Upgrade",81.83,SMS,Yes,"Not Interested",No,YES,0.95,2025-04-04
CMP-718319,NXT-109727,2025-09-16,"Contract Renewal",Discount,25.99,Email,Yes,,No,No,2.06,2025-09-25
CMP-723279,NXT-112371,2025-05-14,"At Risk",Discount,14.89,Email,Yes,"Not Interested",No,Yes,2.17,2025-05-25
CMP-704216,NXT-102339,2024-08-06,"Loyalty Campaign","Device Upgrade",1.01,"App Notification",Yes,"Not Interested",No,No,1.69,2024-08-11
CMP-716799,NXT-108937,2025-08-12,"Win Back","Contract Upgrade",37.46,"app notification",Yes,"No Response",No,No,2.56,2025-08-25
CMP-700662,NXT-100342,2025-10-31,"Contract Renewal","Bonus Minutes",425.00,Phone,Yes,"No Response",No,Yes,0.96,2025-11-27
CMP-717064,NXT-109071,2025-05-17,"At Risk","Free Data",6.40,SMS,Yes,"No Response",No,No,1.14,2025-05-23
CMP-704249,NXT-102354,2025-12-14,"Win Back","Free Data",10.50,Phone,Yes,"Requested More Info",No,Yes,0.99,2026-01-09
CMP-710645,NXT-105714,2024-03-09,"High Value Customer","Reduced Monthly Fee",32.34,Email,Yes,Interested,No,Yes,1.75,2024-04-07
CMP-721038,NXT-111169,2025-02-04,"contract renewal","Device Upgrade",56.22,Phone,Yes,Interested,Yes,No,4.20,2025-02-22
CMP-722561,NXT-111993,2025-02-23,"At Risk","Device Upgrade",3.71,WhatsApp,No,,No,Yes,1.72,2025-02-28
CMP-706497,NXT-103552,2024-09-19,"Loyalty Campaign","Contract Upgrade",6.50,Email,Yes,"No Response",No,No,2.89,2024-10-02
CMP-709736,NXT-105244,2025-08-20,"contract renewal","Reduced Monthly Fee",39.64,SMS,Yes,"Not Interested",No,No,1.57,2025-09-13
CMP-712353,NXT-106633,2024-11-30,"Win Back","Contract Upgrade",5.84,"App Notification",No,,No,No,2.59,2024-12-28
CMP-720794,NXT-111035,2025-03-01,"High Value Customer","Contract Upgrade",32.28,SMS,Yes,Interested,Yes,Yes,42.45,2025-03-09
CMP-706257,NXT-103411,2024-05-03,"Contract Renewal","Device Upgrade",8.78,WhatsApp,Yes,"Not Interested",No,Yes,1.53,2024-05-27
CMP-722484,NXT-111949,2024-07-18,"Loyalty Campaign","Reduced Monthly Fee",5.70,PHONE,No,,No,No,0.14,2024-08-01
CMP-716997,NXT-109042,2025-09-29,"High Value Customer","Reduced Monthly Fee",17.11,Phone,Yes,"Requested More Info",No,No,NULL,2025-10-05
CMP-723357,NXT-112421,2024-09-24,"Loyalty Campaign","Bonus Minutes",267.00,SMS,No,,No,Yes,0.36,2024-10-17
CMP-717689,NXT-109419,2024-12-28,"Loyalty Campaign","Contract Upgrade",36.20,"App Notification",Yes,"Not Interested",No,No,0.68,2025-01-12
CMP-702057,NXT-101140,2024-03-18,"At Risk",Discount,11.01,SMS,Yes,"No Response",No,No,1.01,2024-04-02
CMP-721214,NXT-111252,2025-01-20,"High Value Customer","Device Upgrade",80.33,WhatsApp,Yes,Interested,Yes,No,52.82,2025-01-27
CMP-704341,NXT-102408,2024-04-05,"Win Back","Bonus Minutes",430.00,"App Notification",Yes,Interested,Yes,No,14.73,2024-04-22
CMP-711830,NXT-106340,2025-07-23,"Loyalty Campaign","Contract Upgrade",12.13,Phone,Yes,"Not Interested",No,Yes,0.42,2025-08-22
CMP-718541,NXT-109854,2025-09-21,"Contract Renewal","Contract Upgrade",88.66,WhatsApp,Yes,"No Response",No,Yes,2.90,2025-10-04
CMP-704515,NXT-102496,2024-06-06,"Contract Renewal","Device Upgrade",94.51,"App Notification",Yes,"Requested More Info",No,Yes,0.42,2024-06-25
CMP-725130,NXT-113374,2024-02-02,"High Value Customer",Discount,9.64,Email,Yes,Interested,Yes,Yes,28.96,2024-02-24
CMP-719045,NXT-110097,2025-10-12,"High Value Customer",Discount,10.63,SMS,Yes,Interested,Yes,Yes,21.30,2025-11-03
CMP-707007,NXT-103833,2025-09-15,"Loyalty Campaign","Contract Upgrade",52.19,"App Notification",Yes,Interested,Yes,No,18.07,2025-10-10
CMP-718844,NXT-110003,2025-08-12,"Network Recovery","Reduced Monthly Fee",37.17,SMS,Yes,"Not Interested",No,No,0.40,2025-08-27
CMP-724484,NXT-113049,2025-03-18,"High Value Customer","Bonus Minutes",411.00,"App Notification",Yes,"Requested More Info",no,No,2.78,2025-03-26
CMP-718605,NXT-109882,2025-01-10,"Win Back","Free Data",17.40,Email,Yes,"Not Interested",No,Yes,0.84,2025-02-05
CMP-711221,NXT-106008,2025-06-02,"At Risk","Free Upgrade",3.56,Phone,Yes,"Not Interested",No,No,0.37,2025-06-10
CMP-707853,NXT-104293,2025-12-16,"Loyalty Campaign","Device Upgrade",13.39,Email,Yes,Interested,Yes,Yes,14.53,2026-01-12
CMP-714392,NXT-107679,2023-10-28,"At Risk","Free Upgrade",49.83,"App Notification",Yes,Interested,Yes,Yes,59.78,2023-11-02
CMP-700870,NXT-100476,2024-02-01,"At Risk","Bonus Minutes",246.00,WhatsApp,Yes,Interested,Yes,Yes,50.68,2024-02-08
CMP-711430,NXT-106121,2024-09-22,"High Value Customer","Device Upgrade",47.81,Phone,Yes,"Not Interested",NO,No,2.11,2024-10-06
CMP-706142,NXT-103360,2025-06-25,"Loyalty Campaign","Reduced Monthly Fee",12.89,"App Notification",Yes,"Not Interested",No,Yes,1.79,2025-07-21
CMP-707388,NXT-104040,2025-06-12,"Loyalty Campaign","Free Upgrade",98.96,whatsapp,Yes,"Not Interested",No,Yes,2.30,2025-07-09
CMP-709180,NXT-104966,2024-08-14,"High Value Customer","Free Upgrade",49.50,"App Notification",No,,No,Yes,2.53,2024-09-08
CMP-706502,NXT-103553,2025-10-04,"Contract Renewal","Reduced Monthly Fee",24.40,"App Notification",Yes,,No,Yes,2.63,2025-11-03
CMP-717482,NXT-109313,2025-06-01,"High Value Customer",Discount,NULL,SMS,Yes,Interested,No,No,2.01,2025-06-23
CMP-711526,NXT-106174,2025-10-05,"Win Back","Device Upgrade",48.61,SMS,No,,No,No,NULL,2025-10-20
CMP-716950,NXT-109018,2023-12-17,"LOYALTY CAMPAIGN","Free Upgrade",56.07,WhatsApp,No,,No,No,1.38,2024-01-11
CMP-722784,NXT-112094,2025-09-16,"High Value Customer","Device Upgrade",44.62,"App Notification",Yes,Interested,Yes,No,46.53,2025-09-28
CMP-723422,NXT-112467,2025-09-10,"At Risk","Free Upgrade",45.56,"App Notification",Yes,"Not Interested",No,Yes,1.99,2025-09-28
CMP-727685,NXT-114730,2025-03-09,"Contract Renewal","Contract Upgrade",72.42,Phone,Yes,"Not Interested",No,No,2.42,2025-03-28
CMP-713453,NXT-107160,2024-10-06,"High Value Customer","Free Upgrade",36.07,"App Notification",Yes,Interested,Yes,Yes,47.90,2024-10-13
CMP-720627,NXT-110950,2025-02-04,"At Risk","Free Upgrade",61.85,Email,Yes,"Not Interested",No,Yes,1.46,2025-02-18
CMP-701421,NXT-100778,2024-10-19,"Win Back","Device Upgrade",38.98,Phone,Yes,Interested,Yes,Yes,42.92,2024-10-22
CMP-709867,NXT-105310,2023-04-19,"Contract Renewal","Bonus Minutes",498.00,WhatsApp,Yes,Interested,No,No,0.81,2023-04-26
CMP-709420,NXT-105079,2024-12-10,"High Value Customer","Free Upgrade",77.63,Phone,Yes,Interested,Yes,Yes,53.47,2024-12-22
CMP-718509,NXT-109835,2025-02-15,"Loyalty Campaign","Contract Upgrade",2.05,Email,Yes,"Not Interested",No,No,1.39,2025-03-05
CMP-718615,NXT-109889,2025-06-10,"Contract Renewal","Free Upgrade",74.99,"App Notification",No,,No,No,2.76,2025-06-14
CMP-716889,NXT-108986,2023-10-20,"Loyalty Campaign","Contract Upgrade",35.84,SMS,Yes,"Requested More Info",No,no,2.28,2023-11-16
CMP-708491,NXT-104609,2025-10-25,"At Risk","Free Data",4.70,Email,No,,No,No,0.16,2025-11-10
CMP-717508,NXT-109326,2024-06-15,"High Value Customer","Device Upgrade",47.01,WhatsApp,Yes,"No Response",No,No,2.52,2024-06-30
CMP-717014,NXT-109050,2024-12-19,"High Value Customer","Reduced Monthly Fee",5.18,EMAIL,No,,No,Yes,2.85,2025-01-03
CMP-719324,NXT-110252,2023-12-20,"High Value Customer","Device Upgrade",70.99,Phone,No,,No,Yes,2.49,2024-01-16
CMP-720858,NXT-111074,2024-06-09,"Network Recovery","Bonus Minutes",308.00,Phone,Yes,"Not Interested",No,Yes,0.65,2024-07-07
CMP-709082,NXT-104919,2024-03-26,"Loyalty Campaign","Free Upgrade",62.83,SMS,Yes,"No Response",No,No,2.62,2024-04-03
CMP-718180,NXT-109656,2024-10-20,"At Risk","Contract Upgrade",38.61,Email,Yes,"Not Interested",No,No,2.91,2024-10-28
CMP-700198,NXT-100104,2025-04-20,"High Value Customer","Free Data",3.80,"App Notification",Yes,Interested,No,Yes,2.74,2025-04-26
CMP-720744,NXT-111011,2025-10-15,"Loyalty Campaign","Contract Upgrade",41.47,"App Notification",Yes,Interested,Yes,No,56.76,2025-10-26
CMP-707657,NXT-104183,2025-10-28,"High Value Customer","Bonus Minutes",417.00,Email,Yes,"Not Interested",No,Yes,2.58,2025-11-08
CMP-712974,NXT-106927,2024-10-06,"Network Recovery","Device Upgrade",30.10,SMS,Yes,"Requested More Info",No,No,0.87,2024-10-29
CMP-714875,NXT-107925,2025-04-24,"Win Back","Reduced Monthly Fee",30.75,SMS,Yes,Interested,Yes,No,28.45,2025-05-02
CMP-702650,NXT-101470,2025-06-01,"Network Recovery",Discount,17.86,SMS,Yes,"Not Interested",No,No,1.92,2025-06-13
CMP-724055,NXT-112823,2025-08-26,"Contract Renewal",Discount,27.33,SMS,No,,No,No,1.75,2025-09-19
CMP-711735,NXT-106284,2025-08-09,"Loyalty Campaign","Reduced Monthly Fee",27.18,sms,Yes,Interested,Yes,Yes,34.51,2025-08-30
CMP-700718,NXT-100384,2025-07-29,"Win Back","Free Upgrade",51.26,WhatsApp,Yes,"Not Interested",No,Yes,0.35,2025-08-22
CMP-712618,NXT-106759,2023-09-15,"Contract Renewal","Device Upgrade",13.40,Phone,No,,No,No,1.76,2023-09-27
CMP-707999,NXT-104364,2025-08-18,"High Value Customer",Discount,35.29,PHONE,Yes,"No Response",No,No,2.74,2025-09-10
CMP-711747,NXT-106290,2024-11-30,"High Value Customer",Discount,35.37,SMS,Yes,"Not Interested",No,Yes,1.56,2024-12-22
CMP-701303,NXT-100717,2024-06-26,"At Risk","Free Upgrade",49.02,Email,No,,No,No,2.33,2024-06-30
CMP-711820,NXT-106329,2024-04-30,"Loyalty Campaign","device upgrade",21.70,Email,Yes,"Not Interested",No,Yes,2.36,2024-05-10
CMP-710186,NXT-105468,2024-06-06,"Contract Renewal","Free Data",11.90,Phone,Yes,"No Response",No,No,2.80,2024-06-18
CMP-709109,NXT-104930,2024-08-01,"Contract Renewal","Contract Upgrade",90.65,Phone,Yes,"No Response",No,Yes,2.39,2024-08-20
CMP-714002,NXT-107467,2025-03-02,"Network Recovery","Device Upgrade",80.38,Email,No,,No,Yes,1.69,2025-03-22
CMP-713917,NXT-107414,2025-09-07,"Loyalty Campaign","Free Upgrade",43.34,SMS,No,,No,No,0.63,2025-09-23
CMP-700092,NXT-100042,2025-02-16,"High Value Customer","Contract Upgrade",9.30,"App Notification",Yes,"No Response",No,No,2.53,2025-03-12
CMP-720939,NXT-111120,2024-10-10,"At Risk","Free Data",6.80,"App Notification",Yes,Interested,Yes,yes,28.58,2024-10-15
CMP-724679,NXT-113151,2025-09-25,"High Value Customer","BONUS MINUTES",239.00,Email,Yes,"Requested More Info",No,No,2.53,2025-10-08
CMP-718391,NXT-109768,2025-03-30,"Contract Renewal","Reduced Monthly Fee",30.01,"App Notification",Yes,"Requested More Info",No,No,1.05,2025-04-08
CMP-720329,NXT-110783,2025-03-03,"Loyalty Campaign","Bonus Minutes",332.00,WhatsApp,yes,"No Response",No,No,1.95,2025-03-15
CMP-713567,NXT-107226,2025-08-02,"At Risk","Device Upgrade",35.85,WhatsApp,Yes,"No Response",No,Yes,0.15,2025-08-26
CMP-711759,NXT-106297,2023-11-18,"Loyalty Campaign","Free Data",3.80,Email,Yes,Interested,Yes,No,23.65,2023-12-02
CMP-710972,NXT-105884,2025-02-10,"Contract Renewal","Free Upgrade",44.01,"App Notification",Yes,"Requested More Info",No,No,0.02,2025-03-04
CMP-700571,NXT-100300,2024-04-11,"High Value Customer","Contract Upgrade",77.63,Phone,Yes,"No Response",No,No,0.92,2024-04-28
CMP-705885,NXT-103219,2024-11-13,"Network Recovery","Device Upgrade",NULL,Phone,Yes,Interested,Yes,Yes,15.51,2024-11-22
CMP-709282,NXT-105017,2024-02-13,"Loyalty Campaign","Reduced Monthly Fee",34.06,Email,Yes,"Not Interested",No,No,1.18,2024-02-18
CMP-706138,NXT-103357,2024-12-04,"At Risk","Device Upgrade",98.55,"App Notification",Yes,Interested,No,No,0.73,2024-12-18
CMP-711839,NXT-106346,2025-01-24,"Loyalty Campaign","Device Upgrade",72.44,Phone,Yes,Interested,Yes,Yes,14.65,2025-01-29
CMP-715911,NXT-108485,2024-04-09,"Loyalty Campaign","Contract Upgrade",25.72,Email,Yes,"Requested More Info",No,No,0.08,2024-04-14
CMP-721977,NXT-111686,2024-11-23,"Loyalty Campaign","Free Data",6.40,Email,No,,No,Yes,1.22,2024-12-22
CMP-716924,NXT-109000,2024-05-26,"Contract Renewal","Contract Upgrade",94.60,WhatsApp,Yes,"Requested More Info",No,No,0.93,2024-06-10
CMP-707304,NXT-103990,2025-07-27,"High Value Customer","Bonus Minutes",414.00,WhatsApp,Yes,"No Response",No,No,2.57,2025-07-30
CMP-708478,NXT-104603,2025-02-08,"At Risk","Free Data",16.30,Email,Yes,"Not Interested",No,No,2.09,2025-02-12
CMP-706414,NXT-103506,2024-05-29,"High Value Customer","Free Data",12.70,"App Notification",Yes,Interested,Yes,Yes,13.01,2024-06-02
CMP-711878,NXT-106368,2025-02-24,"Win Back","Bonus Minutes",294.00,SMS,Yes,"Requested More Info",No,Yes,2.31,2025-03-08
CMP-702697,NXT-101494,2024-04-12,"Win Back",Discount,34.24,Phone,Yes,,No,No,1.11,2024-05-08
CMP-726129,NXT-113900,2025-03-30,"High Value Customer","Contract Upgrade",71.04,WhatsApp,Yes,"Not Interested",No,No,1.56,2025-04-06
CMP-720373,NXT-110806,2025-12-14,"Contract Renewal","Bonus Minutes",344.00,Phone,Yes,"No Response",No,Yes,2.46,2025-12-29
CMP-721200,NXT-111244,2025-07-27,"High Value Customer","Free Data",16.80,WhatsApp,Yes,"Not Interested",No,No,0.33,2025-07-30
CMP-720683,NXT-110978,2024-11-24,"High Value Customer","Bonus Minutes",465.00,Email,Yes,"Not Interested",No,No,1.77,2024-12-22
CMP-717043,NXT-109063,2024-02-03,"Win Back","Reduced Monthly Fee",26.23,WhatsApp,Yes,"Not Interested",No,No,2.47,2024-02-18
CMP-726657,NXT-114160,2024-10-25,"High Value Customer","Contract Upgrade",70.98,Phone,No,,No,No,0.64,2024-11-23
CMP-721495,NXT-111405,2024-02-27,"Contract Renewal","Reduced Monthly Fee",11.92,Email,Yes,"Not Interested",No,Yes,0.17,2024-03-25
CMP-713334,NXT-107112,2025-03-08,"Contract Renewal","Bonus Minutes",139.00,Email,Yes,"Requested More Info",No,Yes,1.74,2025-03-14
